question,answer_llm,answer_orig,document
"Does the capstone need to be an individual submission, or can it be a team project?","The capstone is an **individual project**, not a team project.

You can **collaborate or discuss ideas** with other students, but each submission must **stand on its own** and be **independently evaluable**. If a shared system is used, each person must have a **separate qualifying component** and a **separate repository**.","No, the capstone is an individual project.

You can collaborate or discuss a larger idea with other students, but each submitted project must stand on its own. A shared system can work only if it is clearly decomposed into independent projects, where each person has a separate qualifying component and a separate repository.

If the work cannot be evaluated independently for each participant, it does not satisfy the project requirement.",0fab61eca2
"Do I need to turn in two capstone projects, or is one enough?","You only need to submit **one** capstone project.

“Attempt #1” and “Attempt #2” are just **two submission windows** for the same project:
- If your first submission doesn’t pass, you can improve it and resubmit in attempt #2.
- If you want to submit **two different projects** for practice/exposure, that’s optional, but they must use **different datasets and problem statements**.

","You only need to submit one project. If the submission at the first attempt fails, you can improve it and re-submit during the attempt#2 submission window.

- If you want to submit two projects for the experience and exposure, you must use different datasets and problem statements.
- If you can’t make it to the attempt#1 submission window, you still have time to catch up to meet the attempt#2 submission window.

Remember that the submission does not count towards the certification if you do not participate in the peer-review of three peers in your cohort.",d5fc98925d
What exactly do attempt 1 and attempt 2 mean for the project submission?,"Attempt 1 and attempt 2 are two submission windows for the **same single capstone project**.

- You only need to submit **one project**.
- If your **first submission (attempt 1)** doesn’t pass, you can improve it and resubmit in **attempt 2**.
- If you miss attempt 1, you can still submit in **attempt 2**.

So “attempt 1” = first chance to submit, and “attempt 2” = second chance/re-submission window.","You only need to submit one project. If the submission at the first attempt fails, you can improve it and re-submit during the attempt#2 submission window.

- If you want to submit two projects for the experience and exposure, you must use different datasets and problem statements.
- If you can’t make it to the attempt#1 submission window, you still have time to catch up to meet the attempt#2 submission window.

Remember that the submission does not count towards the certification if you do not participate in the peer-review of three peers in your cohort.",d5fc98925d
"If my first submission gets rejected, can I fix it and send it again later?","Yes — if the first submission is rejected, you can improve it and re-submit during the attempt #2 submission window.","You only need to submit one project. If the submission at the first attempt fails, you can improve it and re-submit during the attempt#2 submission window.

- If you want to submit two projects for the experience and exposure, you must use different datasets and problem statements.
- If you can’t make it to the attempt#1 submission window, you still have time to catch up to meet the attempt#2 submission window.

Remember that the submission does not count towards the certification if you do not participate in the peer-review of three peers in your cohort.",d5fc98925d
"Can I submit a second project just to get more practice, and if so does it need a different topic?","Yes. If you want to submit two projects for extra practice, they need to use different datasets and problem statements.","You only need to submit one project. If the submission at the first attempt fails, you can improve it and re-submit during the attempt#2 submission window.

- If you want to submit two projects for the experience and exposure, you must use different datasets and problem statements.
- If you can’t make it to the attempt#1 submission window, you still have time to catch up to meet the attempt#2 submission window.

Remember that the submission does not count towards the certification if you do not participate in the peer-review of three peers in your cohort.",d5fc98925d
What happens if I miss the first submission deadline but still want to submit in the second window?,"If you miss the first submission deadline, you can still submit during the second window as long as you make it in time for attempt #2. The context says there’s still time to catch up for the attempt #2 submission window.","You only need to submit one project. If the submission at the first attempt fails, you can improve it and re-submit during the attempt#2 submission window.

- If you want to submit two projects for the experience and exposure, you must use different datasets and problem statements.
- If you can’t make it to the attempt#1 submission window, you still have time to catch up to meet the attempt#2 submission window.

Remember that the submission does not count towards the certification if you do not participate in the peer-review of three peers in your cohort.",d5fc98925d
"Is the competition itself considered the capstone project, or is capstone something separate?","No — the competition does **not** count as the capstone project. The capstone is **separate** and must be an **individual project**. You can join the competition as a group if you want, but that is different from the capstone.","No, it does not. You can participate in the [math-kaggle-llm-competition](https://datatalks-club.slack.com/archives/C0791HB4A58) as a group if you want to form teams; but the capstone is an individual attempt.",e892d44e42
Can we do the capstone as a team if we join the competition together?,"No. The competition can be done as a group, but the capstone itself is individual.","No, it does not. You can participate in the [math-kaggle-llm-competition](https://datatalks-club.slack.com/archives/C0791HB4A58) as a group if you want to form teams; but the capstone is an individual attempt.",e892d44e42
"If I take part in the math Kaggle LLM competition, does that replace the individual capstone requirement?","No. The math Kaggle LLM competition does **not** replace the individual capstone requirement. The capstone is still an **individual project**, although you may participate in the competition as a group if you want.","No, it does not. You can participate in the [math-kaggle-llm-competition](https://datatalks-club.slack.com/archives/C0791HB4A58) as a group if you want to form teams; but the capstone is an individual attempt.",e892d44e42
"Are teams allowed for the capstone, or only for the competition part?","Yes — teams are allowed for the **competition part**.  
The **capstone project is individual only**.","No, it does not. You can participate in the [math-kaggle-llm-competition](https://datatalks-club.slack.com/archives/C0791HB4A58) as a group if you want to form teams; but the capstone is an individual attempt.",e892d44e42
Can I join the competition with others but still need to submit my own capstone individually?,"Yes. You can join the competition as a group, but the capstone itself should still be submitted individually.","No, it does not. You can participate in the [math-kaggle-llm-competition](https://datatalks-club.slack.com/archives/C0791HB4A58) as a group if you want to form teams; but the capstone is an individual attempt.",e892d44e42
"How will my capstone project be graded, and who reviews it?","Your capstone project is graded by **three randomly assigned fellow students** who have also submitted the project. Your final grade is the **median score** of those peer reviews.

You will also need to **review and grade three other students’ projects** yourself.","Each submitted project will be evaluated by three randomly assigned students who have also submitted the project.

You will also be responsible for grading the projects from three fellow students yourself. Please be aware that not complying with this rule implies you may fail to achieve the Certificate at the end of the course.

The final grade you receive will be the median score of the grades from the peer reviewers. The peer review criteria for evaluation must follow the guidelines defined here (TBA for link).",9a2e2d2008
Do I need to evaluate other students' capstone projects too?,"Yes. You will be assigned three fellow students’ projects to grade, and you’re responsible for evaluating them.","Each submitted project will be evaluated by three randomly assigned students who have also submitted the project.

You will also be responsible for grading the projects from three fellow students yourself. Please be aware that not complying with this rule implies you may fail to achieve the Certificate at the end of the course.

The final grade you receive will be the median score of the grades from the peer reviewers. The peer review criteria for evaluation must follow the guidelines defined here (TBA for link).",9a2e2d2008
What happens if I don't complete the peer review part of the capstone?,"If you don’t complete the peer review part of the capstone, your submission may not count toward certification, and you may fail to achieve the certificate at the end of the course.","Each submitted project will be evaluated by three randomly assigned students who have also submitted the project.

You will also be responsible for grading the projects from three fellow students yourself. Please be aware that not complying with this rule implies you may fail to achieve the Certificate at the end of the course.

The final grade you receive will be the median score of the grades from the peer reviewers. The peer review criteria for evaluation must follow the guidelines defined here (TBA for link).",9a2e2d2008
How is the final score for the capstone calculated?,The final grade is the **median score** of the grades given by the peer reviewers.,"Each submitted project will be evaluated by three randomly assigned students who have also submitted the project.

You will also be responsible for grading the projects from three fellow students yourself. Please be aware that not complying with this rule implies you may fail to achieve the Certificate at the end of the course.

The final grade you receive will be the median score of the grades from the peer reviewers. The peer review criteria for evaluation must follow the guidelines defined here (TBA for link).",9a2e2d2008
Which criteria should the peer reviewers use when scoring the project?,I don't know.,"Each submitted project will be evaluated by three randomly assigned students who have also submitted the project.

You will also be responsible for grading the projects from three fellow students yourself. Please be aware that not complying with this rule implies you may fail to achieve the Certificate at the end of the course.

The final grade you receive will be the median score of the grades from the peer reviewers. The peer review criteria for evaluation must follow the guidelines defined here (TBA for link).",9a2e2d2008
"When do we get the projects to review and grade, and what format will they be shared in?","After the submission deadline has passed, an Excel sheet will be shared assigning 3 projects to each participant.","After the submission deadline has passed, an Excel sheet will be shared with 3 projects being assigned to each participant.",eae0fb50aa
"After the deadline, how are the project reviews assigned to each participant?","After the submission deadline has passed, an Excel sheet will be shared, and **3 projects will be assigned to each participant** for review.","After the submission deadline has passed, an Excel sheet will be shared with 3 projects being assigned to each participant.",eae0fb50aa
"Will everyone receive the same number of projects for grading, and if so, how many?",Yes. Each participant will be assigned **3 projects** to grade.,"After the submission deadline has passed, an Excel sheet will be shared with 3 projects being assigned to each participant.",eae0fb50aa
Do we get the review assignments before or after the submission deadline?,After the submission deadline has passed.,"After the submission deadline has passed, an Excel sheet will be shared with 3 projects being assigned to each participant.",eae0fb50aa
How will the project grading list be sent out once submissions close?,"After the submission deadline has passed, an Excel sheet will be shared with 3 projects assigned to each participant.","After the submission deadline has passed, an Excel sheet will be shared with 3 projects being assigned to each participant.",eae0fb50aa
"I already turned in my capstone project, but why don’t I see anything to review yet?","You won’t see projects to review yet because reviews are only assigned after the submission deadline has passed and the peer-review list is released. You can’t choose projects yourself, and you can’t review before that happens.","Once the project submission deadline has passed, projects will be assigned to you for evaluation. You can't choose which projects to evaluate, and you can’t review before the list has been released.",a8a7fef016
"After the submission deadline, do I get to pick which projects I evaluate or is it assigned somehow?","After the submission deadline, you do **not** get to choose. Projects are **assigned to you for evaluation**. An Excel sheet with **3 assigned projects per participant** will be shared after the deadline.","Once the project submission deadline has passed, projects will be assigned to you for evaluation. You can't choose which projects to evaluate, and you can’t review before the list has been released.",a8a7fef016
"Can I start reviewing other people’s projects before the review list is out, or do I need to wait?",You need to wait. You can’t review projects before the peer-review list has been released; projects are assigned to you only after the submission deadline passes.,"Once the project submission deadline has passed, projects will be assigned to you for evaluation. You can't choose which projects to evaluate, and you can’t review before the list has been released.",a8a7fef016
Why is the review page empty even though I’ve submitted my project already?,"The review page is empty because projects are only assigned for evaluation **after the submission deadline has passed**. You can’t choose which projects to review, and you can’t review anything until the assignment list has been released.","Once the project submission deadline has passed, projects will be assigned to you for evaluation. You can't choose which projects to evaluate, and you can’t review before the list has been released.",a8a7fef016
"Once submissions are closed, how does the project evaluation process work for students?","Once the submission deadline has passed, projects are assigned to you for evaluation. You don’t choose which projects to review, and you can’t review them before the assigned list is released.

Each submitted project is evaluated by three randomly assigned students who also submitted the project, and your final grade is the median of those three scores.","Once the project submission deadline has passed, projects will be assigned to you for evaluation. You can't choose which projects to evaluate, and you can’t review before the list has been released.",a8a7fef016
Where can I look for project ideas and datasets for the capstone?,"Please check this GitHub page for several project ideas and datasets for the capstone, along with tips and guidelines:

https://github.com/DataTalksClub/llm-zoomcamp/blob/main/project.md","Please check [this GitHub page](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/project.md) for several ideas and datasets that could be used for the project, along with tips and guidelines.",e76a70cde3
Is there a GitHub page with some datasets and ideas I can use for the project?,"Yes — please check [this GitHub page](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/project.md) for several project ideas and datasets, plus tips and guidelines.","Please check [this GitHub page](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/project.md) for several ideas and datasets that could be used for the project, along with tips and guidelines.",e76a70cde3
I’m stuck on the capstone — where do I find suggestions and data sources?,I don't know.,"Please check [this GitHub page](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/project.md) for several ideas and datasets that could be used for the project, along with tips and guidelines.",e76a70cde3
"Do you have any link with project ideas, datasets, and guidelines for the capstone?","Yes — please check this GitHub page for project ideas, datasets, and guidelines:

https://github.com/DataTalksClub/llm-zoomcamp/blob/main/project.md","Please check [this GitHub page](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/project.md) for several ideas and datasets that could be used for the project, along with tips and guidelines.",e76a70cde3
What’s the best place to check for possible datasets and ideas for the LLM Zoomcamp project?,"The best place to check is the **capstone project GitHub page**:

https://github.com/DataTalksClub/llm-zoomcamp/blob/main/project.md

It includes several **project ideas, datasets, and guidelines**.","Please check [this GitHub page](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/project.md) for several ideas and datasets that could be used for the project, along with tips and guidelines.",e76a70cde3
"Do I have to use Airflow, Mage, or Kestra in the capstone project, or is plain Python fine?","No — you do **not** have to use Airflow, Mage, Kestra, or any orchestrator for the capstone. A **plain Python script** that ingests and indexes your data is enough for **full points** on the ingestion-pipeline criterion.

A Jupyter notebook with the same steps is also allowed, but it only gets **1 point instead of 2**.

Use an orchestrator only if it genuinely fits your project, like recurring daily ingestion.","No. A plain Python script that ingests and indexes your data is enough for full points on the ""ingestion pipeline"" criterion. A Jupyter notebook with the same steps is worth 1 point instead of 2.

Use an orchestrator only if it actually fits your project — for example, recurring ingestion of a feed that updates daily. Don't add one just to score the criterion.",d4f7c08ea1
Can I get full points on the ingestion pipeline part without any orchestration tool?,"Yes — a plain Python script that ingests and indexes your data is enough for full points on the ingestion pipeline criterion.

You do **not** need an orchestration tool like Airflow, Mage, or Kestra for that part. A Jupyter notebook with the same steps is also acceptable, but it is worth **1 point instead of 2**.","No. A plain Python script that ingests and indexes your data is enough for full points on the ""ingestion pipeline"" criterion. A Jupyter notebook with the same steps is worth 1 point instead of 2.

Use an orchestrator only if it actually fits your project — for example, recurring ingestion of a feed that updates daily. Don't add one just to score the criterion.",d4f7c08ea1
"If I build the data ingestion and indexing in a Jupyter notebook, how many points does that count for?",A Jupyter notebook with the ingestion and indexing steps counts for **1 point**.,"No. A plain Python script that ingests and indexes your data is enough for full points on the ""ingestion pipeline"" criterion. A Jupyter notebook with the same steps is worth 1 point instead of 2.

Use an orchestrator only if it actually fits your project — for example, recurring ingestion of a feed that updates daily. Don't add one just to score the criterion.",d4f7c08ea1
"Should I add an orchestrator just to satisfy the capstone requirements, or only when it makes sense for the project?","Only when it actually makes sense for the project.

For the capstone, you do **not** need an orchestrator just to satisfy the requirements. A plain Python script that ingests and indexes your data is enough for full points on the ingestion-pipeline criterion. Use an orchestrator only if it fits your use case, like recurring daily ingestion.","No. A plain Python script that ingests and indexes your data is enough for full points on the ""ingestion pipeline"" criterion. A Jupyter notebook with the same steps is worth 1 point instead of 2.

Use an orchestrator only if it actually fits your project — for example, recurring ingestion of a feed that updates daily. Don't add one just to score the criterion.",d4f7c08ea1
"When would it actually be useful to use an orchestration tool in the capstone, like for a daily-updating feed?","It would be useful when your capstone has a real production-like need for it, such as **recurring ingestion of a feed that updates daily**.

Otherwise, you **don’t need** an orchestration tool for the capstone: a **plain Python script** that ingests and indexes your data is enough for full points on the ingestion pipeline criterion.","No. A plain Python script that ingests and indexes your data is enough for full points on the ""ingestion pipeline"" criterion. A Jupyter notebook with the same steps is worth 1 point instead of 2.

Use an orchestrator only if it actually fits your project — for example, recurring ingestion of a feed that updates daily. Don't add one just to score the criterion.",d4f7c08ea1
How can I test a recommender-style RAG when I don't have clear ground-truth answers?,"You can evaluate a recommender-style RAG without obvious ground-truth Q&A using two approaches:

1. **Synthetic ground truth**
   - For each item in your dataset, ask an LLM to generate about 5 user queries that should retrieve that item as the top result.
   - Run those queries through your retriever.
   - Measure **hit rate**, **MRR**, or **NDCG**.

2. **LLM-as-a-judge**
   - Sample queries and run the full RAG pipeline.
   - Have an LLM score the output on a fixed rubric, such as **relevance/usefulness on a 1–5 scale**.

For recommender-style problems, **NDCG is often a better fit than hit rate** because multiple items may be acceptable, and it rewards getting good items higher in the ranking rather than only checking whether the first result is correct.","Two complementary approaches that both score for the evaluation criterion:

1. Synthetic ground truth (same idea as the course, adapted). For each item in your dataset, prompt the LLM with the item's description and ask it to generate ~5 user queries that should return that item as the top result. Then run those queries through your retrieval and measure hit rate / MRR / NDCG.

2. LLM-as-a-judge for end-to-end quality. Sample queries, run the full RAG, and have an LLM rate the result for relevance/usefulness on a fixed rubric (e.g. 1–5 scale, with criteria you specify in the prompt).

NDCG is often a better fit than hit-rate for ranking-style problems where multiple items are acceptable answers — it rewards getting good items high in the list, not just first.",9b0e2d6a47
What’s a good way to create synthetic eval data for item retrieval in a RAG project?,"A good way is to use **synthetic ground truth**:

- For each item in your dataset, give the LLM the item’s description.
- Ask it to generate about **5 user queries** that should retrieve that item as the **top result**.
- Then run those queries through your retriever and evaluate with **hit rate, MRR, or NDCG**.

For ranking-style item retrieval, **NDCG** is often especially useful because it rewards good items appearing near the top, not just whether the exact top hit was found.","Two complementary approaches that both score for the evaluation criterion:

1. Synthetic ground truth (same idea as the course, adapted). For each item in your dataset, prompt the LLM with the item's description and ask it to generate ~5 user queries that should return that item as the top result. Then run those queries through your retrieval and measure hit rate / MRR / NDCG.

2. LLM-as-a-judge for end-to-end quality. Sample queries, run the full RAG, and have an LLM rate the result for relevance/usefulness on a fixed rubric (e.g. 1–5 scale, with criteria you specify in the prompt).

NDCG is often a better fit than hit-rate for ranking-style problems where multiple items are acceptable answers — it rewards getting good items high in the list, not just first.",9b0e2d6a47
"If several results are acceptable, which metric works better than just hit rate?","NDCG. It works better than hit rate when several results are acceptable because it rewards good items appearing higher in the list, not just whether the top result is correct.","Two complementary approaches that both score for the evaluation criterion:

1. Synthetic ground truth (same idea as the course, adapted). For each item in your dataset, prompt the LLM with the item's description and ask it to generate ~5 user queries that should return that item as the top result. Then run those queries through your retrieval and measure hit rate / MRR / NDCG.

2. LLM-as-a-judge for end-to-end quality. Sample queries, run the full RAG, and have an LLM rate the result for relevance/usefulness on a fixed rubric (e.g. 1–5 scale, with criteria you specify in the prompt).

NDCG is often a better fit than hit-rate for ranking-style problems where multiple items are acceptable answers — it rewards getting good items high in the list, not just first.",9b0e2d6a47
Can I use an LLM as a judge to score my RAG outputs end to end?,"Yes — for a recommender-style RAG, you can use an LLM as a judge to score the full end-to-end output. The course suggests having the LLM rate relevance/usefulness on a fixed rubric, such as a 1–5 scale with criteria you define in the prompt.

The context also suggests using this together with synthetic ground truth and ranking metrics like hit rate, MRR, or NDCG.","Two complementary approaches that both score for the evaluation criterion:

1. Synthetic ground truth (same idea as the course, adapted). For each item in your dataset, prompt the LLM with the item's description and ask it to generate ~5 user queries that should return that item as the top result. Then run those queries through your retrieval and measure hit rate / MRR / NDCG.

2. LLM-as-a-judge for end-to-end quality. Sample queries, run the full RAG, and have an LLM rate the result for relevance/usefulness on a fixed rubric (e.g. 1–5 scale, with criteria you specify in the prompt).

NDCG is often a better fit than hit-rate for ranking-style problems where multiple items are acceptable answers — it rewards getting good items high in the list, not just first.",9b0e2d6a47
How do I measure ranking quality when my RAG is more like recommendations than exact Q&A?,"Use evaluation methods that fit ranking-style retrieval rather than exact-match Q&A.

Two good options are:

1. Synthetic ground truth  
   - For each item, ask an LLM to generate about 5 user queries that should retrieve that item as the top result.
   - Run those queries through your retriever.
   - Measure metrics like hit rate, MRR, or NDCG.

2. LLM-as-a-judge  
   - Sample queries, run the full RAG/recommender flow, and have an LLM score the result on a fixed rubric, such as relevance/usefulness on a 1–5 scale.

For recommender-like RAG, **NDCG is often a better fit than hit rate**, because it rewards good items appearing high in the ranked list, not just the single first result.","Two complementary approaches that both score for the evaluation criterion:

1. Synthetic ground truth (same idea as the course, adapted). For each item in your dataset, prompt the LLM with the item's description and ask it to generate ~5 user queries that should return that item as the top result. Then run those queries through your retrieval and measure hit rate / MRR / NDCG.

2. LLM-as-a-judge for end-to-end quality. Sample queries, run the full RAG, and have an LLM rate the result for relevance/usefulness on a fixed rubric (e.g. 1–5 scale, with criteria you specify in the prompt).

NDCG is often a better fit than hit-rate for ranking-style problems where multiple items are acceptable answers — it rewards getting good items high in the list, not just first.",9b0e2d6a47
"For a really large PDF corpus, what chunking approach should I start with before trying anything fancy?","Start simple: use fixed-size chunking, around 1000 tokens with some overlap.

For a large PDF corpus, don’t try to perfect the chunker first — run a small ground-truth eval, then iterate from there.","Don't try to find the perfect chunker upfront — iterate.

- Start simple: fixed-size chunking (~1000 tokens with some overlap) and run a small ground-truth eval.
- Try smart chunking: ask an LLM to split each document into logical sections, then index each section.
- Add a short LLM-generated summary per chunk and index it alongside, or use it to boost retrieval.
- For long, structured documents (legal, financial), prefer hybrid search (BM25 + dense) so exact wording isn't lost during semantic matching.

Useful tools for parsing PDFs to clean markdown before chunking:

- [`pymupdf4llm`](https://pypi.org/project/pymupdf4llm/) — fast, decent quality.
- [Docling](https://github.com/docling-project/docling) — slower but higher quality on tables/figures.
- [GROBID](https://github.com/kermitt2/grobid) — for academic papers, extracts structure (sections, refs, etc.).

Run the eval again after each change. The goal is measurable improvement on hit rate / MRR for your ground-truth set, not a ""perfect"" chunker in the abstract.",6f2a8b3d10
"Should I ask an LLM to split documents into sections, or is fixed-size chunking better at the beginning?","Start simple with fixed-size chunking first. The course recommendation is to **iterate** rather than try to find the perfect chunker upfront:

- begin with about **1000 tokens with some overlap**
- run a **small ground-truth eval**
- then try smarter chunking, like **LLM-based splitting into logical sections**
- compare results and keep whichever improves hit rate / MRR

So the answer is: **fixed-size chunking is the better starting point**. Use LLM section splitting later if it measurably improves retrieval.","Don't try to find the perfect chunker upfront — iterate.

- Start simple: fixed-size chunking (~1000 tokens with some overlap) and run a small ground-truth eval.
- Try smart chunking: ask an LLM to split each document into logical sections, then index each section.
- Add a short LLM-generated summary per chunk and index it alongside, or use it to boost retrieval.
- For long, structured documents (legal, financial), prefer hybrid search (BM25 + dense) so exact wording isn't lost during semantic matching.

Useful tools for parsing PDFs to clean markdown before chunking:

- [`pymupdf4llm`](https://pypi.org/project/pymupdf4llm/) — fast, decent quality.
- [Docling](https://github.com/docling-project/docling) — slower but higher quality on tables/figures.
- [GROBID](https://github.com/kermitt2/grobid) — for academic papers, extracts structure (sections, refs, etc.).

Run the eval again after each change. The goal is measurable improvement on hit rate / MRR for your ground-truth set, not a ""perfect"" chunker in the abstract.",6f2a8b3d10
"Is it worth adding summaries to chunks for retrieval, and how would that help?","Yes — it can be worth adding summaries to chunks if the summaries help make retrieval more accurate.

How it helps:
- A summary can capture the main idea of a chunk in a compact form.
- That can improve matching when the user query is broad or paraphrases the content.
- It can also make ranking easier if the raw chunk is noisy or very long.

But the main goal is still to retrieve the right chunks, not just shorter text. The context says the chunking should preserve useful context and improve retrieval accuracy, so summaries are useful only if they add signal without losing important details.

If you want, I can also explain when summaries are better than raw chunks versus when they can hurt retrieval.","Don't try to find the perfect chunker upfront — iterate.

- Start simple: fixed-size chunking (~1000 tokens with some overlap) and run a small ground-truth eval.
- Try smart chunking: ask an LLM to split each document into logical sections, then index each section.
- Add a short LLM-generated summary per chunk and index it alongside, or use it to boost retrieval.
- For long, structured documents (legal, financial), prefer hybrid search (BM25 + dense) so exact wording isn't lost during semantic matching.

Useful tools for parsing PDFs to clean markdown before chunking:

- [`pymupdf4llm`](https://pypi.org/project/pymupdf4llm/) — fast, decent quality.
- [Docling](https://github.com/docling-project/docling) — slower but higher quality on tables/figures.
- [GROBID](https://github.com/kermitt2/grobid) — for academic papers, extracts structure (sections, refs, etc.).

Run the eval again after each change. The goal is measurable improvement on hit rate / MRR for your ground-truth set, not a ""perfect"" chunker in the abstract.",6f2a8b3d10
When does hybrid search make more sense than only semantic search for long documents?,"Hybrid search makes more sense than only semantic search for **long, structured documents** — especially when **exact wording matters**.

In the context, this was recommended for things like:

- legal documents
- financial documents
- other long PDFs with many sections/paragraphs

Why: semantic search can miss documents when the query depends on **specific terms or phrasing**, so adding **BM25 + dense retrieval** helps preserve exact-match relevance.

","Don't try to find the perfect chunker upfront — iterate.

- Start simple: fixed-size chunking (~1000 tokens with some overlap) and run a small ground-truth eval.
- Try smart chunking: ask an LLM to split each document into logical sections, then index each section.
- Add a short LLM-generated summary per chunk and index it alongside, or use it to boost retrieval.
- For long, structured documents (legal, financial), prefer hybrid search (BM25 + dense) so exact wording isn't lost during semantic matching.

Useful tools for parsing PDFs to clean markdown before chunking:

- [`pymupdf4llm`](https://pypi.org/project/pymupdf4llm/) — fast, decent quality.
- [Docling](https://github.com/docling-project/docling) — slower but higher quality on tables/figures.
- [GROBID](https://github.com/kermitt2/grobid) — for academic papers, extracts structure (sections, refs, etc.).

Run the eval again after each change. The goal is measurable improvement on hit rate / MRR for your ground-truth set, not a ""perfect"" chunker in the abstract.",6f2a8b3d10
What tools are good for turning PDFs into clean markdown before I chunk them?,"Good options from the context are:

- **pymupdf4llm** — fast and decent quality for converting PDFs to clean markdown.
- **Docling** — slower, but higher quality, especially for tables and figures.
- **GROBID** — best for academic papers; it extracts structure like sections and references.

If your PDFs are scanned or image-based, you can also use:

- **pytesseract / Tesseract OCR**
- **Hosted OCR** like **Mistral OCR**

A good approach is to try a couple on a sample of your documents and see which one gives the cleanest markdown before chunking.","Don't try to find the perfect chunker upfront — iterate.

- Start simple: fixed-size chunking (~1000 tokens with some overlap) and run a small ground-truth eval.
- Try smart chunking: ask an LLM to split each document into logical sections, then index each section.
- Add a short LLM-generated summary per chunk and index it alongside, or use it to boost retrieval.
- For long, structured documents (legal, financial), prefer hybrid search (BM25 + dense) so exact wording isn't lost during semantic matching.

Useful tools for parsing PDFs to clean markdown before chunking:

- [`pymupdf4llm`](https://pypi.org/project/pymupdf4llm/) — fast, decent quality.
- [Docling](https://github.com/docling-project/docling) — slower but higher quality on tables/figures.
- [GROBID](https://github.com/kermitt2/grobid) — for academic papers, extracts structure (sections, refs, etc.).

Run the eval again after each change. The goal is measurable improvement on hit rate / MRR for your ground-truth set, not a ""perfect"" chunker in the abstract.",6f2a8b3d10
What do you mean by reproducibility for the capstone project?,"For the capstone, **reproducibility** means a reviewer should be able to:

- **clone your repo**
- **follow your README**
- **recreate the system from scratch**
- **using their own credentials**, not yours

You should **never include API keys or hosted-service credentials** in the repo.

To make it reproducible, you should:
- provide a script or notebook that ingests the dataset and rebuilds the search index locally
- include a `.env.example` with variable names only, and keep `.env` in `.gitignore`
- pin dependency versions and document the Python version
- use a cheap model if needed so reviewers don’t spend much credit

So, in short: **a reviewer should be able to run your project themselves without needing your secrets**.","Never share API keys or hosted-service credentials in your repo. Reproducibility means a peer reviewer can clone the repo and follow your README to recreate the system from scratch — using their own credentials.

Concretely:

- Provide a script (or notebook) that ingests the dataset and (re)builds the search index locally.
- Ship a `.env.example` with the variable names but no values; have the reviewer create their own `.env` with their own keys. Keep `.env` in `.gitignore`.
- Use a cheap model (`gpt-4o-mini`, Groq, etc.) so reviewers don't burn through credits when running your project.
- Pin dependency versions (`requirements.txt` / `pyproject.toml` lock file) and document the Python version (and Docker version, if used).",e5d8a2c761
Do I need to put my API keys or hosted-service credentials in the repo so reviewers can run it?,"No. Never put your API keys or hosted-service credentials in the repo.

Reviewers should be able to clone your repo and reproduce the project using their own credentials. To support that:

- include a `.env.example` with variable names only, no secrets
- keep `.env` in `.gitignore`
- provide a script or notebook that rebuilds the index / project from scratch
- use a cheap model or provider so reviewers don’t burn through credits

If you want, I can also help you structure the repo for reproducibility.","Never share API keys or hosted-service credentials in your repo. Reproducibility means a peer reviewer can clone the repo and follow your README to recreate the system from scratch — using their own credentials.

Concretely:

- Provide a script (or notebook) that ingests the dataset and (re)builds the search index locally.
- Ship a `.env.example` with the variable names but no values; have the reviewer create their own `.env` with their own keys. Keep `.env` in `.gitignore`.
- Use a cheap model (`gpt-4o-mini`, Groq, etc.) so reviewers don't burn through credits when running your project.
- Pin dependency versions (`requirements.txt` / `pyproject.toml` lock file) and document the Python version (and Docker version, if used).",e5d8a2c761
How should I let a reviewer rebuild the search index from scratch on their own machine?,"Provide a script or notebook that ingests the dataset and rebuilds the search index locally from the chunked documents, not the original full documents. Also include a `.env.example` with only variable names, no values, and ask the reviewer to create their own `.env` with their own credentials.","Never share API keys or hosted-service credentials in your repo. Reproducibility means a peer reviewer can clone the repo and follow your README to recreate the system from scratch — using their own credentials.

Concretely:

- Provide a script (or notebook) that ingests the dataset and (re)builds the search index locally.
- Ship a `.env.example` with the variable names but no values; have the reviewer create their own `.env` with their own keys. Keep `.env` in `.gitignore`.
- Use a cheap model (`gpt-4o-mini`, Groq, etc.) so reviewers don't burn through credits when running your project.
- Pin dependency versions (`requirements.txt` / `pyproject.toml` lock file) and document the Python version (and Docker version, if used).",e5d8a2c761
